Console,Critic Score,Developer,Title,Japan Sales,Last Update,NA Sales,Other Sales,PAL Sales,Publisher,Release Date,Total Sales,Total Shipped,User Score,VGChartz Score
PS4,N/A,Triple Eh?,Lumo,N/A,18th Mar 19,0.03m,0.01m,N/A,Rising Star Games,30th Aug 16,0.04m,N/A,N/A,N/A
PS4,N/A,Ivanovich Games,Operation Warcade,N/A,24th Aug 18,0.03m,0.01m,N/A,Perpetual,04th Sep 18,0.04m,N/A,N/A,N/A
PS4,N/A,Giant Squid Studios,ABZU,N/A,01st Aug 18,0.03m,0.01m,N/A,505 Games,31st Jan 17,0.04m,N/A,N/A,N/A
PS4,N/A,Atlus,Persona 3: Dancing in Moonlight,0.01m,13th Aug 18,0.02m,0.01m,N/A,Atlus,04th Dec 18,0.04m,N/A,N/A,N/A
PS4,N/A,Mimimi Productions,Shadow Tactics: Blades of the Shogun,N/A,15th Sep 18,0.02m,0.01m,0.01m,Kalypso Media,01st Aug 17,0.04m,N/A,N/A,N/A
PS4,N/A,Firesprite,The Persistence,N/A,24th Sep 18,N/A,0.01m,0.03m,Sony Interactive Entertainment,24th Jul 18,0.04m,N/A,N/A,7
PS4,N/A,Red Hook Studios,Darkest Dungeon,0.01m,31st Jan 18,0.02m,0.01m,N/A,Red Hook Studios,24th Apr 18,0.04m,N/A,N/A,N/A
PS4,N/A,MLB.com,R.B.I. Baseball 2017,N/A,25th Jun 18,0.03m,0.01m,N/A,MLB.com,28th Mar 17,0.04m,N/A,N/A,N/A
PS4,N/A,5pb. Inc.,Punch Line,N/A,N/A,0.03m,0.01m,N/A,PQube,09th Oct 18,0.04m,N/A,N/A,N/A
PS4,N/A,Unknown,VR Karts,N/A,N/A,0.03m,0.01m,N/A,Perp Games,28th Nov 17,0.04m,N/A,N/A,N/A
PS4,N/A,AOne Games,Omen of Sorrow,N/A,17th Aug 18,0.03m,0.01m,N/A,Soedesco,16th Nov 18,0.04m,N/A,N/A,N/A
PS4,N/A,Capcom,Resident Evil: Umbrella Corps,0.04m,04th Sep 18,N/A,N/A,N/A,Capcom,21st Jun 16,0.04m,N/A,N/A,N/A
PS4,N/A,Lancarse,Zanki Zero: Last Beginning,0.04m,27th Apr 18,N/A,N/A,N/A,Spike Chunsoft,09th Apr 19,0.04m,N/A,N/A,N/A
PS4,N/A,Nighthawk Interactive,Marvel Pinball: Epic Collection Volume 1,N/A,27th Jun 18,0.03m,0.01m,N/A,Nighthawk Interactive,08th Nov 16,0.04m,N/A,N/A,N/A
PS4,N/A,Namco Bandai Games,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,0.04m,N/A,N/A,N/A,N/A,Namco Bandai Games,26th Nov 15,0.04m,N/A,N/A,N/A
PS4,N/A,Square Enix,SaGa: Scarlet Grace,0.03m,26th Aug 18,N/A,N/A,N/A,Square Enix,03rd Dec 19,0.03m,N/A,N/A,N/A
PS4,N/A,Sucker Punch Productions,InFAMOUS: First Light,N/A,20th May 18,N/A,0.00m,0.03m,Sony Computer Entertainment,26th Aug 14,0.03m,N/A,N/A,N/A
PS4,N/A,Obsidian Entertainment,South Park: The Stick of Truth,N/A,19th Mar 18,0.03m,0.01m,N/A,Ubisoft,13th Feb 18,0.03m,N/A,N/A,N/A
PS4,N/A,Petroglyph Games,8-Bit Armies,N/A,28th Jun 18,0.03m,0.01m,N/A,Soedesco,21st Sep 18,0.03m,N/A,N/A,N/A
PS4,N/A,KING Art Games,The Raven Remastered,N/A,29th Jan 18,0.03m,0.01m,N/A,THQ Nordic,13th Mar 18,0.03m,N/A,8.4,N/A
